origin,step,model,actual,pred,series
96,1,ensemble,96.0,93.71476735893651,claims
96,2,ensemble,115.0,108.82758208524095,claims
96,3,ensemble,98.0,110.52287514322876,claims
96,4,ensemble,105.0,106.52214253551958,claims
97,1,naive,115.0,96.0,claims
97,2,naive,98.0,96.0,claims
97,3,naive,105.0,96.0,claims
97,4,naive,112.0,96.0,claims
97,1,seasonal_naive,115.0,111.0,claims
97,2,seasonal_naive,98.0,113.0,claims
97,3,seasonal_naive,105.0,108.0,claims
97,4,seasonal_naive,112.0,112.0,claims
97,1,moving_avg_4w,115.0,88.75,claims
97,2,moving_avg_4w,98.0,88.75,claims
97,3,moving_avg_4w,105.0,88.75,claims
97,4,moving_avg_4w,112.0,88.75,claims
97,1,holt_damped,115.0,90.88594530294591,claims
97,2,holt_damped,98.0,90.83982633884912,claims
97,3,holt_damped,105.0,90.79393796957282,claims
97,4,holt_damped,112.0,90.7482790421429,claims
97,1,ridge_fourier,115.0,105.97777003791556,claims
97,2,ridge_fourier,98.0,108.29276435822312,claims
97,3,ridge_fourier,105.0,104.85189972980017,claims
97,4,ridge_fourier,112.0,103.63955390675673,claims
97,1,hgb_lags,115.0,102.94805711170962,claims
97,2,hgb_lags,98.0,109.14058189244919,claims
97,3,hgb_lags,105.0,103.62363689635471,claims
97,4,hgb_lags,112.0,103.94380397927831,claims
97,1,ensemble,115.0,108.48888501895777,claims
97,2,ensemble,98.0,110.64638217911155,claims
97,3,ensemble,105.0,106.42594986490008,claims
97,4,ensemble,112.0,107.81977695337837,claims
98,1,naive,98.0,115.0,claims
98,2,naive,105.0,115.0,claims
98,3,naive,112.0,115.0,claims
98,4,naive,123.0,115.0,claims
98,1,seasonal_naive,98.0,113.0,claims
98,2,seasonal_naive,105.0,108.0,claims
98,3,seasonal_naive,112.0,112.0,claims
98,4,seasonal_naive,123.0,108.0,claims
98,1,moving_avg_4w,98.0,94.75,claims
98,2,moving_avg_4w,105.0,94.75,claims
98,3,moving_avg_4w,112.0,94.75,claims
98,4,moving_avg_4w,123.0,94.75,claims
98,1,holt_damped,98.0,99.07803963000548,claims
98,2,holt_damped,105.0,99.0753607599241,claims
98,3,holt_damped,112.0,99.07275076979612,claims
98,4,holt_damped,123.0,99.07020788855843,claims
98,1,ridge_fourier,98.0,109.10322423563487,claims
98,2,ridge_fourier,105.0,104.5861638492724,claims
98,3,ridge_fourier,112.0,103.81811792912988,claims
98,4,ridge_fourier,123.0,99.80362586498802,claims
98,1,hgb_lags,98.0,115.73234628812618,claims
98,2,hgb_lags,105.0,111.22442549945093,claims
98,3,hgb_lags,112.0,111.03418824131977,claims
98,4,hgb_lags,123.0,102.93526401815785,claims
98,1,ensemble,98.0,111.05161211781743,claims
98,2,ensemble,105.0,106.2930819246362,claims
98,3,ensemble,112.0,107.90905896456493,claims
98,4,ensemble,123.0,103.90181293249401,claims
99,1,naive,105.0,98.0,claims
99,2,naive,112.0,98.0,claims
99,3,naive,123.0,98.0,claims
99,4,naive,114.0,98.0,claims
99,1,seasonal_naive,105.0,108.0,claims
99,2,seasonal_naive,112.0,112.0,claims
99,3,seasonal_naive,123.0,108.0,claims
99,4,seasonal_naive,114.0,96.0,claims
99,1,moving_avg_4w,105.0,99.5,claims
99,2,moving_avg_4w,112.0,99.5,claims
99,3,moving_avg_4w,123.0,99.5,claims
99,4,moving_avg_4w,114.0,99.5,claims
99,1,holt_damped,105.0,98.96708955914276,claims
99,2,holt_damped,112.0,99.363075755068,claims
99,3,holt_damped,123.0,99.67986471180818,claims
99,4,holt_damped,114.0,99.93329587720032,claims
99,1,ridge_fourier,105.0,103.97111932517743,claims
99,2,ridge_fourier,112.0,104.31817984631333,claims
99,3,ridge_fourier,123.0,99.70779662244813,claims
99,4,ridge_fourier,114.0,104.08569212953917,claims
99,1,hgb_lags,105.0,107.86459838275744,claims
99,2,hgb_lags,112.0,106.82965273510459,claims
99,3,hgb_lags,123.0,98.26285003518711,claims
99,4,hgb_lags,114.0,92.1172290560454,claims
99,1,ensemble,105.0,105.98555966258871,claims
99,2,ensemble,112.0,108.15908992315667,claims
99,3,ensemble,123.0,103.85389831122407,claims
99,4,ensemble,114.0,100.04284606476958,claims
100,1,naive,112.0,105.0,claims
100,2,naive,123.0,105.0,claims
100,3,naive,114.0,105.0,claims
100,4,naive,107.0,105.0,claims
100,1,seasonal_naive,112.0,112.0,claims
100,2,seasonal_naive,123.0,108.0,claims
100,3,seasonal_naive,114.0,96.0,claims
100,4,seasonal_naive,107.0,81.0,claims
100,1,moving_avg_4w,112.0,103.5,claims
100,2,moving_avg_4w,123.0,103.5,claims
100,3,moving_avg_4w,114.0,103.5,claims
100,4,moving_avg_4w,107.0,103.5,claims
100,1,holt_damped,112.0,101.26564615979301,claims
100,2,holt_damped,123.0,101.69604934314603,claims
100,3,holt_damped,114.0,102.04037188982852,claims
100,4,holt_damped,107.0,102.31582992717456,claims
100,1,ridge_fourier,112.0,104.34736843119273,claims
100,2,ridge_fourier,123.0,99.66845804782356,claims
100,3,ridge_fourier,114.0,104.15226000355027,claims
100,4,ridge_fourier,107.0,104.26041366135348,claims
100,1,hgb_lags,112.0,103.34964480698552,claims
100,2,hgb_lags,123.0,96.26988658704633,claims
100,3,hgb_lags,114.0,86.86829080426729,claims
100,4,hgb_lags,107.0,83.71634781787316,claims
100,1,ensemble,112.0,108.17368421559637,claims
100,2,ensemble,123.0,103.83422902391177,claims
100,3,ensemble,114.0,100.07613000177514,claims
100,4,ensemble,107.0,92.63020683067674,claims
